,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot,GO
291860,"globus pallidus, internal segment",GRIK5,2.299,1.2783200168429245,3.1196,postcentral gyrus,0.965789801396246,Q16478,"[u'GO:0005234', u'GO:0005783', u'GO:0005886', u'GO:0005886', u'GO:0006621', u'GO:0007268', u'GO:0007268', u'GO:0014069', u'GO:0015277', u'GO:0017124', u'GO:0030054', u'GO:0030165', u'GO:0030425', u'GO:0031630', u'GO:0032983', u'GO:0034220', u'GO:0034220', u'GO:0034220', u'GO:0035235', u'GO:0035235', u'GO:0035235', u'GO:0035235', u'GO:0035249', u'GO:0042734', u'GO:0042802', u'GO:0043113', u'GO:0043195', u'GO:0043204', u'GO:0043525', u'GO:0045211', u'GO:0051649', u'GO:0060079', u'GO:0071333']"
292145,short insular gyri,HOXB4,2.9761,1.0234300570379464,3.1041,postcentral gyrus,0.9717303080885209,P17483,"[u'GO:0000122', u'GO:0002011', u'GO:0003700', u'GO:0005634', u'GO:0006351', u'GO:0008283', u'GO:0009952', u'GO:0043565', u'GO:0045944', u'GO:0048103', u'GO:0048536', u'GO:0048539', u'GO:0048704', u'GO:0060216', u'GO:0060218', u'GO:2000738']"
292373,putamen,PEG10,8.355,1.0014224090601127,8.0891,"inferior frontal gyrus, opercular part",0.9388132958462923,A0A087WUL4,"[u'GO:0003676', u'GO:0008270']"
292580,"globus pallidus, internal segment",NARS,2.8391,1.0750028298828467,3.5211,"inferior frontal gyrus, opercular part",0.8119115151415164,O43776,"[u'GO:0003676', u'GO:0004816', u'GO:0005524', u'GO:0005737', u'GO:0005739', u'GO:0005829', u'GO:0006418', u'GO:0006418', u'GO:0006421', u'GO:0010467', u'GO:0070062', u'GO:0070062']"
292820,putamen,TSC1,2.8654,1.0651023632710155,3.5889,"inferior frontal gyrus, opercular part",0.7859265890940178,Q92574,"[u'GO:0001822', u'GO:0001843', u'GO:0001952', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005737', u'GO:0005737', u'GO:0005829', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005938', u'GO:0006407', u'GO:0006417', u'GO:0006813', u'GO:0007050', u'GO:0007160', u'GO:0008285', u'GO:0008286', u'GO:0016020', u'GO:0017148', u'GO:0021766', u'GO:0021987', u'GO:0030027', u'GO:0030030', u'GO:0030426', u'GO:0030695', u'GO:0032007', u'GO:0032794', u'GO:0032862', u'GO:0032868', u'GO:0033596', u'GO:0042552', u'GO:0043231', u'GO:0043234', u'GO:0043666', u'GO:0045792', u'GO:0045859', u'GO:0046323', u'GO:0046627', u'GO:0047485', u'GO:0047485', u'GO:0050808', u'GO:0050821', u'GO:0051087', u'GO:0051291', u'GO:0051492', u'GO:0051726', u'GO:0051894', u'GO:0055007', u'GO:0005884']"
292918,subcallosal cingulate gyrus,FASTKD2,8.3649,1.0051492006744522,8.1386,postcentral gyrus,0.9577845914119438,Q9NYY8,"[u'GO:0004672', u'GO:0005739', u'GO:0006468', u'GO:0044822', u'GO:0044822', u'GO:0045333']"
293118,long insular gyri,TLN2,2.9785,1.0225265924041673,3.0762,"inferior frontal gyrus, opercular part",0.9824232201346154,Q9Y4G6,"[u'GO:0001726', u'GO:0003779', u'GO:0005158', u'GO:0005198', u'GO:0005200', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005737', u'GO:0005886', u'GO:0005911', u'GO:0007043', u'GO:0005916', u'GO:0005925', u'GO:0007016', u'GO:0007043', u'GO:0007155', u'GO:0015629', u'GO:0045202', u'GO:0051015']"
293224,subcallosal cingulate gyrus,ZNF385D,3.0307,1.002876236619468,3.1456,"inferior frontal gyrus, opercular part",0.9558250804930756,Q9H6B1,"[u'GO:0003676', u'GO:0005634', u'GO:0008270']"
293512,putamen,EXOC6B,8.369,1.0066926194238248,8.0337,"inferior frontal gyrus, opercular part",0.9175807751526133,Q9Y2D4,"[u'GO:0000145', u'GO:0006904', u'GO:0015031']"
293701,parahippocampal gyrus,AIM1,8.3749,1.0089136366485323,7.9706,"inferior frontal gyrus, opercular part",0.893397164037611,Q9Y4K1,"[u'GO:0003674', u'GO:0005575', u'GO:0008150', u'GO:0030246']"
293885,putamen,GPRIN2,8.6093,1.0971520158809744,7.9157,"inferior frontal gyrus, opercular part",0.8723562725920703,O60269,"[u'GO:0005515', u'GO:0005515']"
294153,parahippocampal gyrus,P2RX1,2.9917,1.0175575369183814,3.257,"inferior frontal gyrus, opercular part",0.9131300840079525,P51575,"[u'GO:0001614', u'GO:0002554', u'GO:0003056', u'GO:0004931', u'GO:0005261', u'GO:0005262', u'GO:0005524', u'GO:0005639', u'GO:0005886', u'GO:0005886', u'GO:0005887', u'GO:0006810', u'GO:0006811', u'GO:0006812', u'GO:0006919', u'GO:0007165', u'GO:0007320', u'GO:0007596', u'GO:0008144', u'GO:0008217', u'GO:0008270', u'GO:0019228', u'GO:0030168', u'GO:0031240', u'GO:0033198', u'GO:0035249', u'GO:0035590', u'GO:0035590', u'GO:0035590', u'GO:0042310', u'GO:0043005', u'GO:0043234', u'GO:0043270', u'GO:0045121', u'GO:0045211', u'GO:0046513', u'GO:0051260', u'GO:0051291', u'GO:0051924', u'GO:0070588', u'GO:0098655', u'GO:0098655', u'GO:0098655']"
294381,putamen,NOV,2.093,1.3558673979089788,3.2197,"inferior frontal gyrus, opercular part",0.9274256259190395,P48745,"[u'GO:0001558', u'GO:0005178', u'GO:0005520', u'GO:0005578', u'GO:0007155', u'GO:0007165', u'GO:0007267', u'GO:0008083', u'GO:0008201', u'GO:0010468', u'GO:0030424', u'GO:0030425', u'GO:0043025', u'GO:0043231', u'GO:0060548']"
294573,long insular gyri,INTS5,3.0246,1.005172542563657,3.111,"inferior frontal gyrus, opercular part",0.9690858244642179,Q6P9B9,"[u'GO:0005515', u'GO:0005634', u'GO:0016020', u'GO:0016021', u'GO:0016180', u'GO:0032039']"
294961,putamen,ID2,8.4036,1.019717567894143,8.1813,"inferior frontal gyrus, opercular part",0.9741497292029201,Q02363,"[u'GO:0000122', u'GO:0000122', u'GO:0000785', u'GO:0001656', u'GO:0001779', u'GO:0003149', u'GO:0003166', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005829)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005737', u'GO:0005813', u'GO:0005829', u'GO:0006351', u'GO:0007275', u'GO:0010628', u'GO:0010629', u'GO:0014003', u'GO:0015630', u'GO:0019216', u'GO:0021772', u'GO:0032922', u'GO:0033598', u'GO:0042752', u'GO:0043153', u'GO:0043234', u'GO:0043353', u'GO:0043392', u'GO:0043433', u'GO:0044325', u'GO:0045475', u'GO:0045578', u'GO:0045600', u'GO:0045648', u'GO:0045651', u'GO:0045665', u'GO:0045668', u'GO:0045777', u'GO:0045892', u'GO:0045893', u'GO:0046983', u'GO:0048469', u'GO:0048541', u'GO:0048557', u'GO:0048661', u'GO:0048663', u'GO:0048711', u'GO:0048715', u'GO:0060612', u'GO:0060749', u'GO:0061030', u'GO:0061031', u'GO:0071158', u'GO:0071285', u'GO:0071931', u'GO:2000045', u'GO:0090398', u'GO:2000045', u'GO:2000178', u'GO:0005737']"
295291,parahippocampal gyrus,FGF1,8.4314,1.030182699902086,7.8134,"inferior frontal gyrus, opercular part",0.8331489284230568,P05230,"[u'GO:0001525', u'GO:0001759', u'GO:0005104', u'GO:0005104', u'GO:0005104', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005578', u'GO:0005615', u'GO:0005654', u'GO:0005730', u'GO:0005829', u'GO:0005938', u'GO:0007165', u'GO:0007173', u'GO:0007275', u'GO:0008083', u'GO:0008201', u'GO:0008284', u'GO:0008284', u'GO:0008284', u'GO:0008284', u'GO:0008284', u'GO:0008284', u'GO:0008286', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0008543', u'GO:0009653', u'GO:0030324', u'GO:0030335', u'GO:0030544', u'GO:0034605', u'GO:0038095', u'GO:0043406', u'GO:0044548', u'GO:0045087', u'GO:0045542', u'GO:0045766', u'GO:0045944', u'GO:0048011', u'GO:0048015', u'GO:0050679', u'GO:0051781', u'GO:0060681', u'GO:0070374', u'GO:0003824', u'GO:0072163', u'GO:1902533', u'GO:2000544', u'happens_during(GO:0009611),occurs_in(CL:0002618)']"
295466,parahippocampal gyrus,TLR2,2.9914,1.0176704699976036,3.4389,"inferior frontal gyrus, opercular part",0.8434153635353865,O60603,"[u'GO:0001666', u'GO:0001774', u'GO:0001875', u'GO:0002224', u'GO:0002238', u'GO:0002687', u'GO:0002752', u'GO:0002755', u'GO:0004872', u'GO:0004888', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005737', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005887', u'GO:0006691', u'GO:0006915', u'GO:0006954', u'GO:0006955', u'GO:0007165', u'GO:0007252', u'GO:0008285', u'GO:0008329', u'GO:0009636', u'GO:0009897', u'GO:0009986', u'GO:0030177', u'GO:0031663', u'GO:0032289', u'GO:0032570', u'GO:0032695', u'GO:0032700', u'GO:0032722', u'GO:0032728', u'GO:0032733', u'GO:0032735', u'GO:0032741', u'GO:0032755', u'GO:0032757', u'GO:0032757', u'GO:0032760', u'GO:0032868', u'GO:0034123', u'GO:0034134', u'GO:0034142', u'GO:0034142', u'GO:0035354', u'GO:0035355', u'GO:0038123', u'GO:0038124', u'GO:0042346', u'GO:0042495', u'GO:0042496', u'GO:0042497', u'GO:0042498', u'GO:0042535', u'GO:0042834', u'GO:0042892', u'GO:0042995', u'GO:0044130', u'GO:0044297', u'GO:0045087', u'GO:0045087', u'GO:0045429', u'GO:0045944', u'GO:0046209', u'GO:0046982', u'GO:0048714', u'GO:0050715', u'GO:0050729', u'GO:0042346', u'GO:0050830', u'GO:0051092', u'GO:0051092', u'GO:0051770', u'GO:0052063', u'GO:0060907', u'GO:0070542', u'GO:0070891', u'GO:0071221', u'GO:0071223', u'GO:0071224', u'GO:0071726', u'GO:0071727']"
295806,parahippocampal gyrus,SEC62,8.4548,1.0389914800814342,8.1477,"inferior frontal gyrus, opercular part",0.9612722437280536,Q99442,"[u'GO:0004872', u'GO:0005783', u'GO:0005789', u'GO:0005791', u'GO:0006613', u'GO:0006620', u'GO:0008565', u'GO:0016020', u'GO:0016021', u'GO:0016235', u'GO:0045111']"
295950,putamen,CFAP44,1.885,1.4341676661698495,3.4802,"inferior frontal gyrus, opercular part",0.8275867876391962,Q96MT7,[u'GO:0042995']
296053,subcallosal cingulate gyrus,SC5D,2.8833,1.0583640228774116,3.0719,"inferior frontal gyrus, opercular part",0.9840712316686013,O75845,"[u'GO:0000248', u'GO:0005506', u'GO:0005789', u'GO:0005789', u'GO:0006629', u'GO:0006633', u'GO:0006695', u'GO:0016021', u'GO:0033490', u'GO:0044281', u'GO:0050046', u'GO:0055114']"
296191,"globus pallidus, internal segment",NNMT,2.1253,1.3437082697126994,3.8001,"inferior frontal gyrus, opercular part",0.704982394680571,P40261,"[u'GO:0005829', u'GO:0006805', u'GO:0006805', u'GO:0008112', u'GO:0010243', u'GO:0031100', u'GO:0032259', u'GO:0042493', u'GO:0044281']"
296323,putamen,RTP3,1.9651,1.404014534017466,3.259,"inferior frontal gyrus, opercular part",0.912363567015401,Q9BQQ7,"[u'GO:0001580', u'GO:0005515', u'GO:0005737', u'GO:0006612', u'GO:0016021']"
296509,"globus pallidus, internal segment",POR,9.1316,1.2937685068071898,8.0558,"inferior frontal gyrus, opercular part",0.9260507879203083,P16435,"[u'GO:0003420', u'GO:0003958', u'GO:0003958', u'GO:0003958', u'GO:0004128', u'GO:0005506', u'GO:0005515', u'occurs_in(GO:0031965)|occurs_in(GO:0005783)', u'GO:0005515', u'GO:0005739', u'GO:0005789', u'GO:0007584', u'GO:0008941', u'GO:0009055', u'GO:0009437', u'GO:0009812', u'GO:0010181', u'GO:0016020', u'GO:0016787', u'GO:0018393', u'GO:0019395', u'GO:0019899', u'GO:0032332', u'GO:0032770', u'GO:0042493', u'GO:0043154', u'GO:0043231', u'GO:0043602', u'GO:0045542', u'GO:0045880', u'GO:0046210', u'GO:0047726', u'GO:0050660', u'GO:0050661', u'GO:0055114', u'GO:0055114', u'GO:0060192', u'GO:0070988', u'GO:0071372', u'GO:0071375', u'GO:0090031', u'GO:0090346']"
296612,subcallosal cingulate gyrus,SPR,3.0284,1.0037420568935065,3.1107,"inferior frontal gyrus, opercular part",0.9692008020131007,P35270,"[u'GO:0004033', u'GO:0004757', u'GO:0004757', u'GO:0004757', u'GO:0005654', u'GO:0005737', u'GO:0005739', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0006558', u'GO:0006729', u'GO:0006809', u'GO:0016265', u'GO:0019889', u'GO:0040014', u'GO:0042415', u'GO:0042417', u'GO:0042428', u'GO:0044281', u'GO:0046209', u'GO:0048667', u'GO:0050661', u'GO:0050882', u'GO:0050999', u'GO:0055114', u'GO:0070062', u'GO:0070062', u'GO:0070062']"
296810,long insular gyri,CELF5,2.9742,1.0241452998730216,3.1179,postcentral gyrus,0.966441340839915,Q8N6W0,"[u'GO:0000166', u'GO:0003723', u'GO:0005634', u'GO:0005737', u'GO:0006397']"
297065,short insular gyri,IRX1,2.8504,1.070749017232136,3.28,"inferior frontal gyrus, opercular part",0.9043151385936095,P78414,"[u'GO:0005634', u'GO:0006355', u'GO:0043565', u'GO:0072086', u'GO:0072272']"
297405,putamen,GDI2,9.1668,1.3070193214359522,7.9618,"inferior frontal gyrus, opercular part",0.8900244892703841,P50395,"[u'GO:0005093', u'GO:0005097', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005737', u'GO:0005794', u'GO:0005829', u'GO:0005829', u'GO:0005925', u'GO:0007165', u'GO:0007264', u'GO:0015031', u'GO:0016020', u'GO:0016192', u'GO:0031267', u'GO:0031982', u'GO:0032851', u'GO:0044822', u'GO:0051056', u'GO:0070062', u'GO:0070062', u'GO:0070062']"
297510,subcallosal cingulate gyrus,CDKL2,2.914,1.0468072044369852,3.3433,"inferior frontal gyrus, opercular part",0.8800548757793518,Q92772,"[u'GO:0004672', u'GO:0004693', u'GO:0005524', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005813', u'GO:0006468', u'GO:0007165', u'GO:0007548', u'GO:0051726']"
297820,parahippocampal gyrus,ZBTB1,2.9014,1.0515503937643262,3.4921,"inferior frontal gyrus, opercular part",0.8230260115335143,Q9Y2K1,"[u'GO:0000122', u'GO:0000122', u'GO:0002711', u'GO:0003677', u'GO:0005634', u'GO:0005654', u'GO:0016604', u'GO:0030183', u'GO:0032825', u'GO:0033077', u'GO:0042789', u'GO:0042803', u'GO:0045087', u'GO:0045582', u'GO:0046872', u'GO:0046982', u'GO:0048538', u'GO:0051260', u'GO:2000176']"
297996,putamen,CACNA1D,8.4519,1.0378997936489507,7.9731,"inferior frontal gyrus, opercular part",0.8943553102783004,Q01668,"[u'GO:0005245', u'GO:0005245', u'GO:0005886', u'GO:0005886', u'GO:0005891', u'GO:0005891', u'GO:0006112', u'GO:0006816', u'GO:0007188', u'GO:0007411', u'GO:0007605', u'GO:0030018', u'GO:0030506', u'GO:0044281', u'GO:0046872', u'GO:0050796', u'GO:0051393', u'GO:0051928', u'GO:0060372', u'GO:0070509', u'GO:0070588', u'GO:0086007', u'GO:0005245', u'GO:0086010', u'GO:0086012', u'GO:0005245', u'GO:0086046', u'GO:0086059', u'GO:0086091', u'GO:1901016', u'GO:1901379', u'GO:0008331']"
298276,long insular gyri,DENR,2.5965,1.166328046614035,3.182,"inferior frontal gyrus, opercular part",0.9418744712286369,O43583,"[u'GO:0001731', u'GO:0002192', u'GO:0003674', u'GO:0003743', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005575', u'GO:0032790']"
298372,putamen,DZIP1,8.6646,1.117969346817639,8.1181,precentral gyrus,0.9499277922382902,Q86YF9,"[u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005813', u'GO:0007275', u'GO:0007281', u'GO:0007283', u'GO:0036064', u'GO:0042384', u'GO:0043231', u'GO:0046872', u'GO:0005814', u'GO:0043234']"
298570,"globus pallidus, internal segment",GH2,9.2229,1.3281378072505425,6.9069,precentral gyrus,0.48572510154905335,A0A087WU19,"[u'GO:0005179', u'GO:0005576']"
298790,"globus pallidus, internal segment",ACVR2A,8.546,1.0733231361650462,7.4139,precentral gyrus,0.6800371591608787,P27037,"[u'GO:0001702', u'GO:0001934', u'GO:0004674', u'GO:0004675', u'GO:0004702', u'GO:0005024', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005737', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005887', u'GO:0006468', u'GO:0007178', u'GO:0007283', u'GO:0007368', u'GO:0007498', u'GO:0009952', u'GO:0009986', u'GO:0010862', u'GO:0015026', u'GO:0019838', u'GO:0023014', u'GO:0030165', u'GO:0030501', u'GO:0030509', u'GO:0030509', u'GO:0030509', u'GO:0030509', u'GO:0030510', u'GO:0032924', u'GO:0032927', u'GO:0034673', u'GO:0034711', u'GO:0042713', u'GO:0043084', u'GO:0043235', u'GO:0043621', u'GO:0045648', u'GO:0045669', u'GO:0046872', u'GO:0048706', u'GO:0050999', u'GO:0060011', u'GO:0071773', u'GO:0005515', u'GO:0017002', u'GO:0048185']"
298924,"globus pallidus, internal segment",AP1S1,8.4436,1.0347753117904641,8.2248,precentral gyrus,0.9908214737909169,P61966,"[u'GO:0000139', u'GO:0000139', u'GO:0000139', u'GO:0000139', u'GO:0000139', u'GO:0000139', u'GO:0005765', u'GO:0005765', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005905', u'GO:0006886', u'GO:0006892', u'GO:0006898', u'GO:0008565', u'GO:0009615', u'GO:0016020', u'GO:0016032', u'GO:0019886', u'GO:0030121', u'GO:0030659', u'GO:0030659', u'GO:0032588', u'GO:0032588', u'GO:0032588', u'GO:0050690', u'GO:0050690', u'GO:0061024', u'GO:0070062']"
299094,"globus pallidus, internal segment",CRISP2,2.9749,1.0238817893548362,4.2034,precentral gyrus,0.5504142431325448,P16562,"[u'GO:0005615', u'GO:0016337']"
299292,"globus pallidus, internal segment",BLZF1,8.456,1.0394432123983235,8.1657,precentral gyrus,0.9681708966610174,Q9H2G9,"[u'GO:0000139', u'GO:0000278', u'GO:0001558', u'GO:0003677', u'GO:0003700', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005796', u'GO:0006357', u'GO:0007030', u'GO:0008283', u'GO:0019899', u'GO:0019899', u'GO:0031625', u'GO:0043001', u'GO:0005634']"
299532,putamen,ZDHHC7,2.8138,1.08452685289727,3.2463,"inferior frontal gyrus, opercular part",0.9172309499181035,Q9NXF8,"[u'GO:0005634', u'GO:0005654', u'GO:0005730', u'GO:0005794', u'GO:0005794', u'GO:0005794', u'GO:0008270', u'GO:0016021', u'GO:0016409', u'GO:0018230', u'GO:0018345', u'GO:0019706', u'GO:0043231']"
299748,"globus pallidus, internal segment",ACTL7A,8.4609,1.041287786025623,6.9856,precentral gyrus,0.5158875452059578,Q9Y615,"[u'GO:0001673', u'GO:0005200', u'GO:0005634', u'GO:0005737', u'GO:0005856', u'GO:0031514', u'GO:0043234', u'GO:0005794']"
299889,putamen,NEDD4,1.7919,1.469214565088537,4.3479,precentral gyrus,0.4950333904206933,P46934,"[u'GO:0000151', u'GO:0000785', u'GO:0002250', u'GO:0003151', u'GO:0003197', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005794)|occurs_in(GO:0005886)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005737', u'GO:0005794', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005886', u'GO:0005886', u'GO:0005938', u'GO:0006513', u'GO:0006622', u'GO:0007041', u'GO:0007528', u'GO:0010766', u'GO:0010768', u'GO:0014068', u'GO:0016327', u'GO:0016567', u'GO:0016567', u'GO:0016874', u'GO:0019089', u'GO:0019221', u'GO:0019871', u'GO:0019904', u'GO:0030948', u'GO:0031175', u'GO:0031623', u'GO:0031698', u'GO:0032801', u'GO:0034644', u'GO:0034765', u'GO:0042110', u'GO:0042391', u'GO:0042787', u'GO:0042787', u'GO:0042787', u'GO:0042921', u'GO:0043130', u'GO:0043162', u'GO:0044111', u'GO:0045732', u'GO:0046824', u'GO:0048471', u'GO:0048514', u'GO:0048814', u'GO:0050807', u'GO:0050815', u'GO:0050816', u'GO:0050847', u'GO:0051592', u'GO:0061630', u'GO:0061630', u'GO:0070062', u'GO:0070063', u'GO:0070064', u'GO:0070064', u'GO:0070534', u'GO:1901016']"
300105,"globus pallidus, internal segment",MYH7,8.6157,1.0995612549043863,7.2203,precentral gyrus,0.6058383142818858,P12883,"[u'GO:0000146', u'GO:0000146', u'GO:0001725', u'GO:0002026', u'GO:0002027', u'GO:0003779', u'GO:0005515', u'GO:0005516', u'GO:0005524', u'GO:0005654', u'GO:0005737', u'GO:0005859', u'GO:0005925', u'GO:0006936', u'GO:0006936', u'GO:0006941', u'GO:0007512', u'GO:0008152', u'GO:0008152', u'GO:0008152', u'GO:0008152', u'GO:0016459', u'GO:0016887', u'GO:0030017', u'GO:0030018', u'GO:0030049', u'GO:0030049', u'GO:0030898', u'GO:0032982', u'GO:0055010', u'GO:0055010']"
300369,putamen,PRLR,2.4575,1.2186537066537515,6.6558,precentral gyrus,0.38948889313420243,P16471,"[u'GO:0004925', u'GO:0005515', u'GO:0005576', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0006694', u'GO:0007166', u'GO:0007171', u'GO:0007566', u'GO:0007595', u'GO:0009986', u'GO:0016021', u'GO:0017046', u'GO:0030155', u'GO:0030856', u'GO:0031904', u'GO:0038161', u'GO:0042110', u'GO:0042803', u'GO:0042977', u'GO:0042978', u'GO:0043066', u'GO:0046872', u'GO:0060397', u'GO:0060644', u'GO:0060736', u'GO:0060749']"
300549,putamen,PLEKHH1,2.6728,1.1376054001318023,3.3954,precentral gyrus,0.8600871081233833,Q9ULM0,[u'GO:0005856']
300705,"globus pallidus, internal segment",GOSR1,2.3341,1.2651068465739026,3.7126,precentral gyrus,0.7385175131047026,A0A087WYX5,"[u'GO:0000139', u'GO:0005801', u'GO:0006888', u'GO:0016021']"
